COD_WMO,UF,ESTACAO,LAT,LON,ALT,MES,SOLAR_IRRAD_kwh_m2_dia,WIND_SPEED_ms,dias_validos_solar,dias_validos_vento
A349,PE,IBIMIRIM,-8.50944444,-37.71166666,434.23,3,5.9261,2.3356,124,124
A349,PE,IBIMIRIM,-8.50944444,-37.71166666,434.23,4,5.7786,2.1762,120,120
A349,PE,IBIMIRIM,-8.50944444,-37.71166666,434.23,5,4.7196,2.739,95,96
A349,PE,IBIMIRIM,-8.50944444,-37.71166666,434.23,6,4.2781,2.9162,90,90
A349,PE,IBIMIRIM,-8.50944444,-37.71166666,434.23,7,4.6937,3.1585,68,68
A349,PE,IBIMIRIM,-8.50944444,-37.71166666,434.23,8,5.4855,3.2876,68,69
A349,PE,IBIMIRIM,-8.50944444,-37.71166666,434.23,9,6.0681,3.4986,90,90
A349,PE,IBIMIRIM,-8.50944444,-37.71166666,434.23,10,6.9509,3.2653,93,93
A349,PE,IBIMIRIM,-8.50944444,-37.71166666,434.23,11,7.0924,2.6949,92,93
A349,PE,IBIMIRIM,-8.50944444,-37.71166666,434.23,12,7.0228,2.5436,124,124
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,1,4.7682,1.8734,93,93
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,2,4.7376,2.1355,85,85
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,3,4.4886,2.0833,93,93
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,4,3.8544,1.7438,90,90
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,5,4.0041,2.143,88,93
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,6,3.6942,2.4794,70,71
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,7,4.2905,3.3487,44,60
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,8,4.7793,3.4535,36,58
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,9,5.4427,3.3465,79,90
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,10,5.9698,2.9609,92,93
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,11,5.5876,2.4131,97,98
A366,PE,OURICURI,-7.88583333,-40.10277777,457.85,12,5.4411,2.3506,124,124
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,1,5.1485,1.9341,62,93
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,2,5.2135,1.9247,57,85
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,3,5.2762,1.8961,62,93
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,4,4.7848,1.6944,60,90
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,5,4.0244,1.7609,75,93
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,6,3.513,1.7502,90,112
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,7,3.79,2.0144,93,124
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,8,4.3804,2.0014,93,124
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,9,4.6977,2.1043,90,120
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,10,5.2997,2.0467,93,124
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,11,5.6467,2.0393,90,120
A357,PE,PALMARES,-8.66666666,-35.56805554,164.01,12,5.2521,2.0564,93,124
A307,PE,PETROLINA,-9.38833333,-40.52333332,372.72,1,3.7037,1.7076,31,54
A307,PE,PETROLINA,-9.38833333,-40.52333332,372.72,2,3.8156,2.481,28,32
A307,PE,PETROLINA,-9.38833333,-40.52333332,372.72,3,3.6163,2.9406,31,38
A307,PE,PETROLINA,-9.38833333,-40.52333332,372.72,4,3.6403,2.9182,30,60
A307,PE,PETROLINA,-9.38833333,-40.52333332,372.72,5,3.1358,3.3737,31,85
A307,PE,PETROLINA,-9.38833333,-40.52333332,372.72,6,3.1354,3.6433,30,65
A307,PE,PETROLINA,-9.38833333,-40.52333332,372.72,7,3.0265,3.68,31,73
A307,PE,PETROLINA,-9.38833333,-40.52333332,372.72,8,3.545,3.4813,10,73
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,1,5.137,1.7336,100,124
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,2,5.4136,1.8011,94,113
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,3,5.1167,1.5097,109,124
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,4,4.9115,1.3314,107,120
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,5,4.2632,1.9019,102,124
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,6,3.7884,2.1516,99,120
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,7,4.3967,2.4931,105,124
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,8,5.068,2.765,106,124
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,9,5.7432,2.7876,119,120
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,10,6.3125,2.5931,124,124
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,11,6.0057,2.15,120,120
A370,PE,SALGUEIRO,-8.05805555,-39.0961111,447.0,12,5.7023,2.0052,124,124
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,1,5.3192,1.9185,62,62
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,2,5.3295,1.9218,57,57
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,3,5.3594,1.9111,92,92
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,4,5.0226,1.6739,78,87
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,5,4.3116,2.1067,73,88
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,6,3.745,2.462,62,64
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,7,4.4173,2.6518,62,62
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,8,5.1086,2.5512,39,40
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,9,5.7278,2.8162,30,30
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,10,6.6536,2.5142,31,31
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,11,6.4429,2.2221,33,34
A350,PE,SERRA TALHADA,-7.95416666,-38.29499999,499.02,12,5.8663,2.0986,62,62
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,1,5.5789,3.8037,69,93
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,2,5.4317,3.9323,76,85
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,3,5.4506,3.451,70,77
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,4,5.175,2.9752,77,78
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,5,4.5019,3.0082,91,93
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,6,3.9286,2.5453,89,90
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,7,4.267,2.8558,93,93
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,8,4.7623,2.9264,64,65
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,9,5.2952,3.3036,61,62
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,10,5.6666,3.5135,92,93
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,11,5.7065,3.4533,83,90
A328,PE,SURUBIM,-7.83972221,-35.80111111,421.44,12,5.3284,3.5791,78,93
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,1,4.9736,1.3664,43,93
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,2,5.732,1.3661,39,85
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,3,4.6402,1.3259,36,93
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,4,4.7291,1.2176,36,90
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,5,4.4389,1.556,33,93
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,6,4.8423,1.9673,54,115
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,7,5.2945,2.2302,62,124
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,8,5.6875,2.4651,57,120
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,9,5.8184,2.3491,14,75
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,11,4.9587,1.8933,1,60
A336,PI,ALVORADA DO GURGUEIA,-8.44166666,-43.86555555,261.26,12,1.6806,1.7782,1,62
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,1,2.3013,0.8242,31,31
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,2,1.2916,0.8375,28,28
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,3,2.5629,0.9319,31,31
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,4,3.3277,0.9024,30,30
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,5,2.1516,0.9177,31,31
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,6,1.6192,1.0302,30,16
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,8,4.6562,1.3913,58,29
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,9,5.4954,1.2608,38,30
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,10,5.6798,1.2392,31,31
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,11,4.5554,0.9069,30,30
A377,PI,ANGICAL DO PIAUI,-6.08944444,-42.72749999,183.0,12,4.7323,0.8991,31,31
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,1,4.315,0.9544,94,124
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,2,4.8317,1.3601,97,113
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,3,4.5996,1.4325,117,124
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,4,4.726,1.4407,103,120
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,5,4.8859,2.137,121,124
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,6,4.9517,2.3335,116,120
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,7,5.1025,2.9556,117,124
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,8,5.3959,3.0075,114,124
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,9,5.7773,2.7616,112,120
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,10,5.5215,2.182,116,124
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,11,4.9376,1.0545,105,119
A375,PI,BAIXA GRANDE DO RIBEIRO,-8.333531,-45.094625,519.0,12,4.436,0.9473,95,123
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,1,4.7818,0.6993,114,117
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,2,4.7315,0.5642,85,85
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,3,4.5596,0.4738,93,93
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,4,4.192,0.4269,77,90
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,5,4.6861,0.6128,64,93
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,6,4.7292,1.3954,88,90
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,7,5.0025,1.7341,93,93
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,8,5.4322,1.7749,82,83
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,9,6.0085,1.7777,86,87
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,10,5.8536,1.5292,86,87
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,11,5.1173,1.2906,83,85
A326,PI,BOM JESUS DO PIAUI,-9.08333333,-44.32638888,296.0,12,5.2065,1.2101,93,93
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,1,5.4989,1.3758,29,93
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,2,5.7103,1.223,42,85
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,3,6.088,0.9299,74,89
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,4,6.5259,0.944,62,90
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,5,6.3393,1.1447,62,93
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,6,6.0475,1.6423,46,90
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,7,6.5892,1.4499,64,93
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,8,7.0571,1.718,98,122
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,9,8.0407,2.0413,111,120
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,10,7.6447,1.7827,98,98
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,11,6.554,1.7955,64,93
A376,PI,CAMPO MAIOR,-4.86416666,-42.14555555,125.0,12,5.8143,1.8909,33,104
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,1,4.6523,1.7883,120,124
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,2,5.0198,1.9737,105,112
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,3,4.9989,1.8454,107,111
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,4,4.9586,1.7681,120,120
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,5,4.8216,2.1861,124,124
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,6,4.8133,2.5253,98,100
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,7,4.9756,3.0496,77,78
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,8,5.4605,2.9987,93,93
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,9,6.0449,2.8981,90,90
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,10,5.85,2.5918,103,111
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,11,5.1228,2.1387,112,120
A365,PI,CANTO DO BURITI,-8.11805554,-42.97583332,312.07,12,4.803,1.981,124,124
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,1,0.9294,1.5024,49,93
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,2,1.6895,1.5142,27,85
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,3,1.5668,1.1988,30,93
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,4,1.7925,1.7304,30,85
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,5,2.0218,1.9773,31,93
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,6,2.5493,2.5956,28,90
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,7,3.034,3.1232,31,86
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,8,3.6067,3.0011,30,62
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,9,3.6941,2.5287,30,60
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,10,3.6615,2.2505,31,62
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,11,1.3934,1.7259,30,60
A337,PI,CARACOL,-9.28583333,-43.32444443,515.3,12,0.6391,1.728,31,62
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,1,4.7871,1.3778,93,93
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,2,4.6546,1.3701,85,85
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,3,4.5891,1.223,93,93
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,4,4.8291,1.2149,90,90
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,5,4.9595,1.6895,89,93
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,6,4.5781,2.1554,85,90
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,7,5.2926,2.123,91,93
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,8,5.7466,2.2056,119,121
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,9,6.1509,2.3125,99,103
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,10,6.1704,2.2821,103,107
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,11,5.6552,2.1093,108,120
A361,PI,CASTELO DO PIAUI,-5.34916666,-41.51222222,268.75,12,5.1487,1.9504,103,122
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,1,4.8501,1.349,124,124
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,2,5.0653,1.3365,113,113
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,3,4.9142,1.3229,124,124
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,4,4.7458,1.2196,120,120
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,5,4.6272,1.3757,123,124
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,6,4.5984,1.4565,120,120
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,7,4.6831,1.6299,124,124
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,8,5.1437,1.7625,124,124
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,9,5.7437,1.8591,120,120
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,10,5.777,1.9307,124,124
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,11,5.0943,1.6549,120,120
A374,PI,CORRENTE,-10.42916666,-45.17305554,452.0,12,5.238,1.5389,124,124
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,1,3.7696,0.7071,62,62
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,2,3.7301,0.8469,57,57
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,3,4.0793,0.6834,56,84
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,4,4.1922,0.9191,35,65
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,5,4.0637,1.2147,31,62
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,6,3.6059,1.5495,50,60
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,7,4.1605,1.8325,47,47
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,8,5.034,1.8147,31,31
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,9,5.5123,1.9512,30,30
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,10,5.6957,1.222,31,31
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,11,5.1595,0.9912,30,30
A311,PI,FLORIANO,-6.76138888,-43.00333333,126.39,12,4.5506,0.8747,31,31
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,1,5.0908,1.4745,118,121
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,2,5.2419,1.5711,85,85
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,3,5.2781,1.5988,93,93
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,4,4.9044,1.5373,63,64
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,5,5.086,2.0533,62,62
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,6,5.2438,2.5383,62,68
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,7,5.3478,2.7391,66,76
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,8,5.7296,2.8782,93,93
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,9,6.1821,2.7934,90,90
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,10,6.1375,2.2804,93,93
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,11,5.4057,1.7981,90,90
A364,PI,GILBUES,-9.87527777,-45.34583333,425.1,12,5.5074,1.624,93,93
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,1,4.323,0.9903,93,93
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,2,4.6108,1.0927,85,85
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,3,4.6288,1.0385,93,93
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,4,4.9022,1.1052,90,90
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,5,4.8073,1.5953,93,93
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,6,4.606,2.1333,90,90
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,7,5.0349,2.4718,93,93
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,8,5.4977,2.6655,122,124
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,9,6.0371,2.5784,120,120
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,10,6.0079,2.0059,118,118
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,11,5.2767,1.3488,90,90
A354,PI,OEIRAS,-6.97416666,-42.14694444,154.03,12,5.0126,1.2501,93,93
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,1,4.7809,2.7395,72,64
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,2,4.1406,2.4,57,56
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,3,4.6925,1.7767,62,62
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,4,4.8146,1.5805,60,60
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,5,5.2999,1.6956,62,71
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,6,5.0135,1.6487,60,90
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,7,5.3471,1.9185,62,93
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,8,5.708,2.7106,62,75
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,9,6.2574,3.6803,60,60
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,10,6.4389,4.1919,62,62
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,11,5.8397,3.8708,90,90
A308,PI,PARNAIBA,-3.08666666,-41.78305554,52.11,12,5.0275,3.4896,69,70
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,1,5.4356,2.028,123,124
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,2,6.0353,2.3285,105,113
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,3,5.8604,2.4351,119,124
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,4,5.8293,2.4993,112,120
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,5,5.5536,3.5268,124,124
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,6,5.3132,3.8704,120,120
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,7,5.891,4.2105,124,124
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,8,6.473,3.7963,124,124
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,9,7.182,3.0112,119,120
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,10,7.3757,3.1899,123,101
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,11,6.5908,2.4129,118,90
A330,PI,PAULISTANA,-8.132288,-41.142945,376.0,12,6.2119,2.3175,122,93
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,1,2.8639,1.5525,50,124
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,2,2.9016,1.6281,48,111
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,3,2.7246,1.5816,56,123
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,4,2.8329,1.5957,59,120
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,5,2.7793,1.9062,63,124
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,6,2.7504,2.299,43,117
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,7,3.0737,2.5096,53,124
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,8,3.2868,2.3698,76,124
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,9,3.7618,2.4624,81,120
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,10,3.8252,2.3709,90,124
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,11,3.4786,1.9882,83,120
A343,PI,PICOS,-7.0711111,-41.40416666,232.91,12,3.1675,1.8446,85,124
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,1,4.6297,1.6813,96,118
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,2,4.6203,1.6451,76,76
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,3,4.4597,1.4867,116,88
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,4,4.7045,1.4253,120,90
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,5,4.7227,1.5645,124,93
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,6,4.5653,1.7321,120,90
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,7,4.9443,1.8608,124,93
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,8,5.3557,1.9826,107,97
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,9,5.5975,2.1126,92,90
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,10,5.8134,2.2786,92,93
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,11,5.4408,2.0577,88,90
A335,PI,PIRIPIRI,-4.276047,-41.794568,157.89,12,4.998,2.0169,90,93
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,1,4.808,1.4075,38,63
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,2,4.9068,1.9671,37,57
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,3,4.9914,1.7394,75,81
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,4,5.1357,1.5264,88,90
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,5,4.8612,2.3396,92,93
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,6,4.7293,3.0689,78,90
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,7,5.0983,3.1596,69,90
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,8,5.6215,3.1548,90,90
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,9,6.2166,3.1146,63,68
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,10,6.2445,2.8474,73,97
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,11,5.5987,2.0095,50,90
A331,PI,SAO JOAO DO PIAUI,-8.36444444,-42.2525,231.0,12,5.3068,1.7678,54,93
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,1,4.2461,1.4281,92,107
A345,PI,SAO RAIMUNDO NONATO,-9.03305554,-42.70111111,385.0,2,4.4171,1.5352,84,88
