COD_WMO,UF,ESTACAO,LAT,LON,ALT,MES,SOLAR_IRRAD_kwh_m2_dia,WIND_SPEED_ms,dias_validos_solar,dias_validos_vento
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,1,5.6442,2.6692,31,59
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,2,5.1292,2.4511,29,53
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,3,5.3453,2.3974,31,58
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,4,4.6225,1.2919,30,30
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,5,3.9384,1.1036,31,31
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,6,2.9259,0.7416,56,57
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,7,3.7705,1.0408,60,60
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,8,3.7502,1.7777,50,44
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,9,4.5992,1.9621,90,90
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,10,5.5343,2.5821,84,93
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,11,5.9395,3.0992,67,90
A353,AL,ARAPIRACA,-9.80444444,-36.61916666,236.84,12,5.537,3.0023,62,93
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,1,5.0364,2.3973,93,93
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,2,4.8132,2.1308,85,85
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,3,4.8894,2.1187,93,93
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,4,4.4728,1.9441,90,90
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,5,3.6961,2.0431,93,93
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,6,3.2146,2.2646,112,113
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,7,3.6259,2.3593,124,124
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,8,4.0647,2.3109,124,124
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,9,4.4647,2.3699,120,120
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,10,5.2668,2.4198,123,124
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,11,5.3219,2.6162,120,120
A355,AL,CORURIPE,-10.1286111,-36.28638888,82.39,12,5.3048,2.4796,124,124
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,1,5.7142,2.8985,124,124
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,2,5.5605,2.5392,113,113
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,3,5.1551,2.2637,124,124
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,4,4.718,1.9499,120,120
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,5,3.8247,1.8702,124,124
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,6,3.3395,1.8967,120,120
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,7,3.6053,2.0726,120,124
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,8,4.3185,2.396,112,124
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,9,4.8764,2.494,117,120
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,10,5.6179,2.832,114,115
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,11,5.9835,3.3083,90,90
A303,AL,MACEIO,-9.55111111,-35.77027777,84.12,12,5.8888,3.1562,111,112
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,1,5.6737,1.5427,112,121
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,2,5.3551,1.354,112,113
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,3,5.1221,1.389,124,124
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,4,5.0181,1.0215,119,120
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,5,3.7183,0.8667,104,113
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,6,3.4396,0.7259,72,95
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,7,3.5801,0.8732,74,92
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,8,4.45,0.8766,49,103
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,9,4.9196,1.5376,78,85
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,10,5.6232,2.0507,80,90
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,11,5.8242,2.355,81,86
A327,AL,PALMEIRA DOS INDIOS,-9.42027777,-36.62027777,278.01,12,5.703,2.3405,93,93
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,1,5.9676,1.6846,93,93
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,2,5.6209,1.5892,85,85
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,3,5.7987,1.6388,93,93
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,4,5.5412,1.0562,90,90
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,5,4.3447,0.9305,64,64
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,6,3.8194,0.6676,68,69
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,7,4.235,0.7003,92,93
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,8,4.7403,1.377,91,93
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,9,5.3862,1.6747,116,116
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,10,6.2239,2.1703,124,124
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,11,6.1811,2.1607,120,120
A323,AL,PAO DE ACUCAR,-9.74916666,-37.43083332,20.83,12,6.0747,2.1011,124,124
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,1,5.5805,2.4293,124,124
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,2,5.6004,2.6049,113,113
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,3,5.5234,2.5321,124,124
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,4,5.2343,2.0253,120,120
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,5,3.9128,1.73,122,124
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,6,3.5287,1.676,91,118
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,7,3.7446,1.6933,94,98
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,8,4.4454,2.0541,95,97
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,9,5.2273,2.6279,120,120
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,10,6.032,3.0425,124,124
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,11,6.0173,2.8116,120,120
A371,AL,PIRANHAS,-9.62222221,-37.76722221,187.0,12,5.6514,2.7419,124,124
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,1,4.245,2.476,45,64
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,2,4.0816,2.1304,56,58
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,3,4.4267,2.0676,61,62
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,4,3.8923,1.595,60,60
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,5,3.3949,1.5137,62,62
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,6,3.0231,1.5591,82,83
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,7,3.2116,1.7073,88,91
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,8,3.7591,1.8,77,78
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,9,4.0373,1.8599,60,60
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,10,4.3658,2.0708,61,62
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,11,4.4536,2.279,55,60
A356,AL,SAO LUIS DO QUITUNDE,-9.28749999,-35.56583333,13.69,12,4.134,2.563,37,61
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,1,5.0863,1.0914,63,87
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,2,5.1221,1.197,57,63
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,3,5.3663,1.0618,62,83
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,4,4.5123,1.1287,60,68
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,5,3.9405,1.2511,91,92
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,6,3.6894,1.3306,90,90
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,7,3.7844,1.3049,93,93
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,8,3.9191,1.4295,94,97
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,9,4.4545,1.551,99,120
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,10,4.5088,1.476,109,124
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,11,4.5209,1.2718,107,120
A434,BA,AMARGOSA,-13.00944444,-39.61694443,397.8,12,5.2649,1.3506,101,103
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,1,5.0657,1.3708,36,39
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,2,6.0721,1.3278,28,28
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,3,5.6345,1.1289,83,85
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,4,5.3769,1.3151,113,115
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,5,4.8906,1.4264,124,124
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,6,4.7315,1.4802,120,120
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,7,4.8774,1.7121,124,124
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,8,5.4077,1.934,124,124
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,9,6.0899,2.297,119,120
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,10,6.3104,2.305,123,124
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,11,5.4668,1.5941,120,120
A429,BA,BARRA,-11.08472221,-43.13888888,407.5,12,5.8227,1.5113,124,124
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,1,4.9377,0.4584,124,93
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,2,5.3149,0.2124,113,85
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,3,5.2694,0.3375,124,93
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,4,4.8627,0.2472,120,90
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,5,4.7146,0.365,123,93
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,6,4.6369,0.3976,120,90
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,7,4.6991,0.4555,124,93
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,8,5.0363,0.1769,124,93
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,9,5.7238,0.0203,120,90
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,10,5.7759,0.0621,124,93
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,11,4.9404,0.0807,120,90
A402,BA,BARREIRAS,-12.12472221,-45.02694443,474.17,12,5.1826,0.1149,118,93
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,1,4.8396,1.6392,93,93
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,2,5.0543,1.4253,85,85
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,3,5.0331,1.3103,93,93
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,4,4.1267,1.4912,84,90
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,5,4.1842,1.3921,93,93
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,6,5.1236,1.3446,90,90
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,7,5.3263,1.3588,91,93
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,8,5.0194,1.4363,92,93
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,9,4.5498,1.5463,79,98
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,10,4.7352,1.7112,102,124
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,11,4.6267,1.943,101,120
A447,BA,BELMONTE,-16.08805555,-39.21527777,89.67,12,5.1372,1.8715,95,124
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,1,5.5425,0.883,93,93
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,2,5.6895,0.7677,85,85
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,3,5.5586,0.6899,89,93
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,4,5.0957,0.9522,75,80
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,5,4.8533,1.1514,51,62
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,6,4.6419,1.2047,46,60
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,7,4.6319,1.3768,42,62
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,8,4.9819,1.3633,42,62
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,9,5.9436,1.3099,30,59
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,10,6.0727,1.5347,31,61
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,11,6.2886,1.0127,31,54
A418,BA,BOM JESUS DA LAPA,-13.25111111,-43.40527777,447.75,12,5.6492,0.9843,54,57
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,1,5.3034,1.2615,124,124
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,2,5.3173,1.299,113,113
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,3,5.1913,1.4115,124,124
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,4,4.2903,1.298,120,120
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,5,3.9883,1.3595,124,124
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,6,3.7214,1.3879,120,120
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,7,3.7995,1.5074,124,124
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,8,4.3658,1.6503,123,124
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,9,5.2693,1.9777,120,120
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,10,5.6166,2.12,117,124
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,11,5.0927,1.6425,101,107
A433,BA,BRUMADO,-14.18194443,-41.67222221,473.37,12,5.5787,1.6088,93,93
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,1,5.1897,1.4272,53,55
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,2,5.1121,1.4785,57,57
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,3,5.2001,1.5197,73,74
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,4,4.9883,1.4378,78,82
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,5,4.6298,2.0561,44,76
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,6,4.776,2.4049,40,77
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,7,4.8457,2.5307,63,80
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,8,5.3551,2.6114,62,62
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,9,5.8703,2.8835,57,58
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,10,6.0305,3.0197,32,40
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,11,4.0917,1.8805,30,43
A432,BA,BURITIRAMA,-10.72305554,-43.65111111,506.06,12,4.9715,1.6651,31,39
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,1,3.5822,3.4781,93,93
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,2,3.711,2.79,77,78
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,3,3.4554,2.5624,62,62
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,4,2.6696,2.2095,60,60
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,5,2.3872,2.0447,75,76
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,6,2.2147,1.7267,80,90
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,7,2.3482,2.0501,93,93
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,8,2.7332,2.4719,102,103
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,9,3.6058,3.3471,119,120
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,10,3.3144,3.9594,123,124
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,11,3.3174,4.069,120,120
A405,BA,CARAVELAS,-17.73944444,-39.25861111,6.05,12,3.6533,4.1726,124,124
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,1,5.6052,3.0263,82,93
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,2,5.513,3.1236,85,85
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,3,5.6995,3.1502,75,80
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,4,4.8536,2.5838,60,60
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,5,3.9828,2.996,57,62
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,6,3.782,3.3973,58,60
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,7,4.0067,3.5386,39,40
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,8,4.5681,3.4062,31,31
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,9,5.425,3.4917,30,30
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,10,6.1648,3.4567,42,43
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,11,6.1196,3.6642,60,60
A431,BA,CONDE,-12.03583333,-37.68388888,31.9,12,6.0383,3.5403,60,62
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,1,5.0835,1.2931,124,124
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,2,5.5122,1.2574,104,107
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,3,5.5163,1.3288,93,97
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,4,4.8534,1.2659,105,106
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,5,4.7651,1.3956,124,124
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,6,4.4488,1.5084,120,120
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,7,4.5263,1.6704,124,124
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,8,4.8525,1.6963,124,124
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,9,5.5285,1.7109,120,120
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,10,5.5904,1.5957,123,124
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,11,4.7764,1.3741,120,120
A416,BA,CORRENTINA,-13.33249999,-44.61749999,551.71,12,5.2275,1.3088,124,124
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,1,5.5294,1.4867,108,119
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,2,5.0235,1.6264,84,84
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,3,4.8816,1.4352,93,93
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,4,4.3206,1.4357,99,101
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,5,3.6551,1.7413,124,124
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,6,3.5307,1.8122,120,120
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,7,3.6832,1.8234,124,124
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,8,4.066,1.894,124,124
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,9,4.092,1.868,120,107
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,10,5.2848,1.9631,95,93
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,11,5.0865,2.0969,94,95
A406,BA,CRUZ DAS ALMAS,-12.67555554,-39.08944444,219.76,12,5.3882,2.1857,122,124
A448,BA,CURACA,-9.00138888,-39.9125,370.0,1,4.971,2.2862,46,108
A448,BA,CURACA,-9.00138888,-39.9125,370.0,2,5.2124,2.5612,57,113
A448,BA,CURACA,-9.00138888,-39.9125,370.0,3,5.2027,2.4845,62,124
A448,BA,CURACA,-9.00138888,-39.9125,370.0,4,5.1193,2.3919,60,119
A448,BA,CURACA,-9.00138888,-39.9125,370.0,5,4.073,2.7917,81,114
A448,BA,CURACA,-9.00138888,-39.9125,370.0,6,3.8936,3.0321,60,90
A448,BA,CURACA,-9.00138888,-39.9125,370.0,7,4.4175,3.3346,61,93
A448,BA,CURACA,-9.00138888,-39.9125,370.0,8,4.8001,3.3787,62,93
A448,BA,CURACA,-9.00138888,-39.9125,370.0,9,5.3155,3.5318,60,90
A448,BA,CURACA,-9.00138888,-39.9125,370.0,10,6.2213,3.4963,61,93
A448,BA,CURACA,-9.00138888,-39.9125,370.0,11,5.9696,2.7735,60,90
A448,BA,CURACA,-9.00138888,-39.9125,370.0,12,5.3919,2.7937,62,91
A443,BA,DELFINO,-10.455,-41.20694444,646.24,1,3.3419,1.5674,62,62
A443,BA,DELFINO,-10.455,-41.20694444,646.24,2,3.6187,1.9896,57,57
A443,BA,DELFINO,-10.455,-41.20694444,646.24,3,3.4892,1.8413,62,62
A443,BA,DELFINO,-10.455,-41.20694444,646.24,4,3.1539,1.437,51,55
A443,BA,DELFINO,-10.455,-41.20694444,646.24,5,2.6106,1.571,62,62
A443,BA,DELFINO,-10.455,-41.20694444,646.24,6,2.6034,1.6982,60,60
A443,BA,DELFINO,-10.455,-41.20694444,646.24,7,2.742,1.8843,62,62
A443,BA,DELFINO,-10.455,-41.20694444,646.24,8,3.2557,2.1178,64,65
A443,BA,DELFINO,-10.455,-41.20694444,646.24,9,3.7968,2.4718,90,90
A443,BA,DELFINO,-10.455,-41.20694444,646.24,10,4.1599,2.4135,93,93
A443,BA,DELFINO,-10.455,-41.20694444,646.24,11,3.9293,2.0883,89,90
A443,BA,DELFINO,-10.455,-41.20694444,646.24,12,3.9886,2.1377,89,93
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,1,4.7918,2.5392,91,122
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,2,5.0514,2.8848,83,113
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,3,4.8284,2.8716,93,124
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,4,4.5612,2.5686,88,118
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,5,3.492,2.5627,69,86
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,6,3.2861,2.5978,60,88
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,7,3.3425,2.7554,62,87
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,8,3.8954,2.8716,64,79
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,9,4.2476,3.2595,59,63
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,10,4.8472,3.4619,61,86
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,11,5.3952,3.0852,68,93
A442,BA,EUCLIDES DA CUNHA,-10.537233,-38.996605,431.96,12,5.3033,3.021,93,122
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,1,5.1128,2.2783,62,62
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,2,5.1425,2.1571,57,57
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,3,4.932,2.1833,62,62
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,4,4.152,2.121,85,86
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,5,3.5638,2.0858,93,93
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,6,3.2545,2.155,89,90
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,7,3.5831,2.2369,93,93
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,8,3.8995,2.4907,92,93
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,9,4.5072,2.7588,89,90
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,10,5.0816,2.8786,92,93
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,11,4.8328,2.9617,84,87
A413,BA,FEIRA DE SANTANA,-12.1961111,-38.96749999,229.64,12,5.1857,2.5938,59,60
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,1,4.719,1.1063,87,93
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,2,5.171,1.1111,58,72
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,3,4.9531,1.1483,47,70
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,4,4.8189,0.935,60,60
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,5,4.6695,0.9573,62,62
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,6,4.5787,0.9758,60,60
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,7,4.6002,1.2564,90,90
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,8,4.984,1.3847,92,93
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,9,5.4531,1.3746,89,90
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,10,5.4359,1.2851,93,93
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,11,4.9527,1.3152,88,90
A452,BA,FORMOSA DO RIO PRETO,-11.05222222,-45.20083333,488.0,12,5.1956,1.2875,72,87
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,1,6.7021,2.114,85,93
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,2,7.6591,3.1966,84,84
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,3,7.3157,3.7057,93,94
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,4,6.4813,3.1733,95,97
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,5,6.0106,3.5466,124,124
A426,BA,GUANAMBI,-14.20805555,-42.74972221,552.23,6,5.7623,3.7202,109,120
